"","liveness","danceability","energy","key","loudness","mode","ArtistName","speechiness","acousticness","instrumentalness","valence","tempo","duration_ms","DateIndex","time_signature","MaxPosition","Track.Name","minPosition","lCountOnCharts","TrackPopularity","CountOnCharts","lSumChartStreams","ldurationms"
"1078",0.298,0.42,0.466,9,-5.298,1,"Rihanna",0.0326,0.0546,0.00389,0.183,115.004,235587,272,4,198,"Woo",119,1.94591014905531,56,7,14.5120933301151,12.3698355509689
"1079",0.255,0.772,0.909,6,-3.225,0,"Wisin",0.166,0.256,0,0.679,96.031,238800,566,4,197,"Vacaciones",194,1.09861228866811,81,3,13.8419947354751,12.3833816605006
"1080",0.0679,0.721,0.687,1,-6.682,1,"Ozuna",0.0782,0.0998,0,0.828,175.914,226400,541,4,198,"Dile Que Tu Me Quieres",160,2.07944154167984,82,8,14.7013255873723,12.3300586253112
"1081",0.0867,0.828,0.49,11,-9.278,1,"Rob $tone",0.0593,0.0336,2.71e-05,0.282,107.968,242653,490,4,199,"Chill Bill REMIX",169,1.94591014905531,72,7,14.652644656152,12.3993877182434
"1085",0.109,0.52,0.271,8,-9.806,1,"Glee Cast",0.0299,0.618,0,0.52,110.789,166547,225,4,163,"Baby, It's Cold Outside (Glee Cast Version)",163,0,63,1,12.7721702382506,12.0230328308508
"1086",0.101,0.468,0.779,9,-4.839,1,"Sia",0.0779,0.112,0.000373,0.268,173.799,217747,253,4,172,"Unstoppable",115,1.38629436111989,54,4,13.9941863102154,12.2910891173523
"1087",0.0948,0.546,0.76,8,-6.763,1,"The Lumineers",0.0428,0.265,7.47e-05,0.461,151.456,201413,330,4,151,"Cleopatra",147,0.693147180559945,49,2,13.4258887788768,12.2131128053463
"1088",0.225,0.664,0.608,1,-6.093,1,"Bryson Tiller",0.214,0.0477,0,0.265,97.933,200760,267,4,200,"Sorry Not Sorry",114,4.36944785246702,76,79,16.9461757415583,12.2098654437689
"1090",0.0976,0.52,0.513,7,-7.208,1,"ZAYN",0.0256,0.281,0,0.182,77.903,202213,319,4,189,"fOoL fOr YoU",119,1.38629436111989,63,4,14.0302226643339,12.2170768762812
"1091",0.177,0.632,0.949,2,-2.338,1,"Sigala",0.0358,0.00481,5.07e-05,0.709,124.974,209120,442,4,196,"Give Me Your Love",161,3.80666248977032,71,45,16.448661335336,12.250663528858
"1092",0.0433,0.562,0.904,1,-4.947,1,"Panic! At The Disco",0.0807,0.00302,0,0.64,94.481,158667,249,4,200,"Emperor's New Clothes",99,2.19722457733622,51,9,14.7068317289014,11.9745629453836
"1093",0.253,0.549,0.283,6,-10.286,1,"David Bowie",0.0319,0.68,0,0.329,77.621,192333,242,4,161,"Oh! You Pretty Things - 1999 Remastered Version",122,0.693147180559945,42,2,13.3586458340272,12.1669835237184
"1095",0.121,0.886,0.629,1,-4.404,0,"Lil Uzi Vert",0.306,0.051,7.66e-06,0.49,158.002,182491,490,4,200,"Seven Million (feat. Future)",168,3.25809653802148,80,26,15.9133158245696,12.1144561357202
"1098",0.109,0.559,0.704,7,-5.407,1,"Cheat Codes",0.0417,0.0266,0,0.395,99.333,199393,540,4,172,"Queen Elizabeth",172,0,52,1,12.7830791909553,12.2030330305777
"1099",0.0567,0.169,0.978,4,-3.37,0,"Metallica",0.0657,3.28e-05,0.00395,0.372,179.035,350644,505,4,187,"Moth Into Flame",187,0,65,1,12.7831156927881,12.7675267427392
"1103",0.241,0.619,0.748,7,-5.961,1,"Conrad Sewell",0.033,0.0656,1.86e-05,0.306,114.983,206560,174,4,196,"Hold Me Up",92,3.89182029811063,66,49,16.4138708852474,12.2383462060805
"1106",0.32,0.417,0.471,9,-5.257,1,"Rihanna",0.0358,0.0594,0.00368,0.2,114.93,235587,271,4,188,"Woo",114,1.38629436111989,62,4,13.9464563608306,12.3698355509689
"1107",0.113,0.457,0.553,5,-9.345,0,"Frank Ocean",0.162,0.418,1.22e-06,0.44,89.905,307151,490,4,198,"Nights",168,1.38629436111989,69,4,14.0830758887911,12.635094762325
"1108",0.112,0.472,0.794,2,-6.488,0,"Mumford & Sons",0.0519,0.0142,0.026,0.46,161.295,312627,5,4,100,"Tompkins Square Park",74,0.693147180559945,58,2,13.3744332980068,12.6527660656005
"1109",0.204,0.687,0.702,7,-5.324,0,"Ariana Grande",0.0455,0.0064,4.35e-05,0.254,129.956,214840,8,4,200,"Break Free",80,5.04342511691925,70,155,17.5046394309707,12.2776488440194
"1110",0.461,0.682,0.715,11,-3.61,0,"Nick Jonas",0.0775,0.012,0,0.458,92.999,222213,38,4,200,"Jealous - Remix",83,4.36944785246702,2,79,16.8396344966095,12.3113916603269
"1114",0.128,0.779,0.659,0,-5.455,1,"Juanes",0.0808,0.0525,0,0.924,95.003,166600,560,4,200,"Fuego",167,2.19722457733622,78,9,14.9060106986188,12.0233510087149
"1115",0.0938,0.472,0.33,11,-5.892,0,"Shawn Mendes",0.044,0.627,0,0.267,175.223,215773,502,3,187,"Don't Be A Fool",157,1.09861228866811,69,3,13.8529209796822,12.2819822081305
"1116",0.187,0.5,0.882,6,-4.103,1,"Galantis",0.0377,0.00761,0,0.186,125.856,207691,449,4,161,"Make Me Feel",161,0,64,1,12.7968465109695,12.2438066771969
"1117",0.97,0.557,0.501,1,-11.429,1,"A$AP Rocky",0.373,0.123,0.000106,0.376,104.359,105827,26,4,186,"JD",90,1.6094379124341,58,5,14.1634701331701,11.5695609643365
"1118",0.0907,0.628,0.698,6,-5.608,0,"Sia",0.105,0.0472,0.00143,0.73,89.976,211667,407,4,82,"Cheap Thrills",3,5.71373280550937,89,303,20.1880090718201,12.2627695640086
"1119",0.128,0.675,0.675,2,-6.373,1,"Disclosure",0.0373,0.019,0.000128,0.253,103.01,404512,134,4,168,"Nocturnal",98,0.693147180559945,54,2,13.310096929563,12.9104366812953
"1120",0.317,0.777,0.895,4,-4.464,1,"Little Mix",0.0618,0.0348,0,0.838,111.987,211773,181,4,193,"Black Magic",88,3.09104245335832,70,22,15.5983609590369,12.2632702252698
"1121",0.344,0.498,0.45,8,-7.452,0,"Ariana Grande",0.0318,0.611,2.18e-05,0.401,90.569,229680,375,3,170,"Leave Me Lonely",151,1.38629436111989,63,4,14.1444408540878,12.3444423147949
"1122",0.109,0.304,0.229,4,-14.678,1,"Bon Iver",0.033,0.971,0.408,0.15,80.118,245200,505,4,198,"29 #Strafford APTS",154,1.09861228866811,72,3,13.8448819640075,12.4098294830442
"1123",0.161,0.441,0.288,5,-10.627,0,"Frank Ocean",0.0372,0.852,2.86e-06,0.244,126.403,257380,490,4,196,"Solo",163,1.6094379124341,69,5,14.3234191312725,12.4583088710477
"1124",0.0939,0.77,0.618,0,-8.593,1,"A$AP Mob",0.298,0.259,0,0.614,142.962,187136,537,4,166,"Crazy Brazy",142,1.38629436111989,70,4,14.1568317337411,12.1395909042293
"1125",0.1,0.488,0.715,8,-4.587,1,"Madden",0.06,0.0202,0,0.356,95.996,202794,484,4,167,"Alive",167,0,71,1,12.8038811458797,12.2199459644627
"1126",0.343,0.604,0.655,11,-5.829,0,"Lady Gaga",0.0313,0.00118,0.000353,0.514,96.947,174307,529,4,145,"John Wayne",145,0,69,1,12.8042853257094,12.0685733913443
"1127",0.634,0.785,0.682,5,-5.94,1,"Timeflies",0.137,0.00687,0,0.336,105.16,215147,307,4,167,"Once in a While",112,2.39789527279837,25,11,15.0866145819783,12.2790767944094
"1128",0.131,0.829,0.527,0,-9.279,1,"Drake",0.252,0.000416,0.000893,0.242,160.1,180000,138,4,187,"I'm The Plug",91,3.2188758248682,66,25,15.7740714902057,12.1007121298723
"1129",0.126,0.755,0.629,0,-8.284,1,"A$AP Mob",0.312,0.32,0,0.571,143.083,188853,540,4,187,"Crazy Brazy",170,1.38629436111989,77,4,14.0976872536015,12.1487242136379
"1131",0.36,0.509,0.38,7,-7.479,1,"Rihanna",0.158,0.547,1.21e-06,0.248,127.88,133080,272,4,185,"Yeah, I Said It",113,2.19722457733622,58,9,14.7924402174349,11.7987057301324
"1133",0.115,0.621,0.551,7,-7.89,1,"Kygo",0.0474,0.486,0,0.22,105.052,233133,365,4,200,"Carry Me",151,2.83321334405622,77,17,15.4809794044273,12.3593643851453
"1134",0.29,0.534,0.642,9,-3.971,1,"Little Mix",0.0504,0.259,0,0.139,92.963,249813,391,4,195,"Secret Love Song",115,5.0998664278242,78,164,17.79081794843,12.4284679169528
"1135",0.118,0.706,0.558,2,-7.237,0,"Bruno Mars",0.0593,0.146,0,0.22,110.443,223253,512,4,180,"Grenade",180,0,71,1,12.8064875705818,12.3160609364984
"1136",0.0935,0.547,0.257,0,-12.358,1,"John Lennon",0.0252,0.907,0.183,0.174,75.752,187867,184,4,112,"Imagine - 2010 - Remaster",106,0.693147180559945,72,2,13.4497026062157,12.143489544645
"1140",0.0681,0.687,0.563,2,-6.214,1,"Rae Sremmurd",0.163,0.184,0,0.11,185.056,212947,134,4,196,"Come Get Her",96,4.70048036579242,76,110,17.2140740406245,12.2687985874381
"1141",0.266,0.696,0.639,4,-5.36,0,"Ariana Grande",0.0458,0.0146,0,0.74,131.96,226427,373,4,164,"Bad Decisions",156,1.09861228866811,28,3,13.8616620056864,12.330177876151
"1142",0.219,0.686,0.623,1,-3.425,1,"DJ Khaled",0.13,0.00287,0.00145,0.166,140.171,219759,453,4,199,"I Got the Keys",139,2.83321334405622,65,17,15.5006019904346,12.3002867703402
"1146",0.0162,0.767,0.709,0,-5.809,1,"Fergie",0.101,0.00478,0.00673,0.703,160.996,162227,419,4,196,"M.I.L.F. $",143,2.07944154167984,66,8,14.7680591565554,11.9967518679694
"1149",0.262,0.69,0.702,11,-6.103,1,"RedOne",0.0901,0.247,0,0.592,92.996,207720,406,4,200,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",151,3.78418963391826,73,44,16.4349400150129,12.2439462979583
"1150",0.285,0.785,0.674,7,-3.936,1,"Little Mix",0.043,0.208,0,0.843,106.057,197787,181,4,195,"Love Me Like You",89,3.09104245335832,67,22,15.7146234556795,12.1949459730584
"1151",0.105,0.53,0.346,8,-10.497,1,"Ed Sheeran",0.0376,0.697,1.07e-05,0.362,121.876,241347,153,4,200,"Tenerife Sea",86,5.48893772615669,78,242,17.9245887945695,12.3939910109306
"1152",0.154,0.842,0.471,1,-6.586,1,"Drake",0.321,0.0107,0,0.362,170.986,202085,138,3,200,"Plastic Bag",89,3.09104245335832,66,22,15.6029361494965,12.2164436799544
"1153",0.209,0.386,0.562,10,-4.363,1,"Various Artists",0.03,0.175,9.17e-06,0.241,72.945,363114,455,4,196,"Bohemian Rhapsody",141,2.94443897916644,73,19,15.643284805542,12.8024721135305
"1156",0.0837,0.836,0.67,5,-6.907,0,"Mac Miller",0.23,0.00826,0.000355,0.558,107.018,305350,497,4,192,"Dang! (feat. Anderson .Paak)",163,1.38629436111989,70,4,14.1698935774496,12.6292139386513
"1158",0.443,0.497,0.865,0,-3.19,1,"Otto Knows",0.0644,0.0306,0.0679,0.613,125.96,174203,386,4,192,"Back Where I Belong (feat. Avicii)",152,1.09861228866811,69,3,13.7707851215845,12.0679765648366
"1161",0.174,0.703,0.736,4,-5.709,0,"Adam Lambert",0.046,0.186,1.92e-05,0.273,119.955,208330,47,4,200,"Ghost Town",86,2.94443897916644,59,19,15.3965755387343,12.2468786399224
"1162",0.0879,0.528,0.666,7,-3.962,0,"Florida Georgia Line",0.0333,0.351,0,0.526,78.103,196960,354,4,110,"H.O.L.Y.",110,0,30,1,12.8202659004782,12.1907559414183
"1164",0.101,0.671,0.742,10,-4.768,0,"John Legend",0.368,0.451,4.38e-06,0.762,89.835,283787,554,4,189,"Penthouse Floor",189,0,69,1,12.8215366242587,12.5559792357526
"1165",0.244,0.674,0.881,6,-4.535,0,"Dimitri Vegas & Like Mike",0.0817,0.013,0,0.855,90.018,190813,533,4,163,"Hey Baby (Dimitri Vegas & Like Mike Vs. Diplo)",163,0,57,1,12.8220903707731,12.1590491698472
"1166",0.076,0.607,0.103,9,-14.405,1,"Frank Sinatra",0.0404,0.804,0,0.331,110.378,136427,225,4,146,"Mistletoe And Holly - 1999 - Remaster",146,0,68,1,12.8229001792167,11.8235449520166
"1170",0.121,0.842,0.301,1,-7.318,1,"Gucci Mane",0.206,0.0136,0,0.0658,129.009,213627,435,4,155,"Waybach",155,0,59,1,12.8242268470487,12.2719867825742
"1171",0.103,0.599,0.869,0,-3.697,1,"David Guetta",0.0789,0.0525,0.00719,0.603,108.061,193333,190,4,187,"Bang My Head (feat. Sia & Fetty Wap)",111,3.04452243772342,68,21,15.5552371611435,12.1721693697151
"1172",0.369,0.72,0.748,10,-5.522,0,"Desiigner",0.393,0.0235,0,0.245,145.22,247867,379,4,172,"Panda",3,4.76217393479776,79,117,19.4581366079636,12.4206475909695
"1174",0.198,0.636,0.726,0,-7.791,0,"Lady Gaga",0.162,0.028,0.000293,0.789,171.94,207173,529,4,197,"Dancin' In Circles",141,1.38629436111989,69,4,14.0901104303765,12.2413094719962
"1175",0.1,0.325,0.398,2,-7.739,0,"Juan Gabriel",0.0331,0.562,0,0.223,171.908,431173,473,4,139,"Hasta Que Te Conoc√≠",139,0,58,1,12.8290280218848,12.974264680661
"1177",0.103,0.663,0.638,1,-4.505,1,"Jeremih",0.244,0.746,0,0.52,128.804,240027,155,4,199,"Planes",86,5.01063529409626,13,150,17.583327409121,12.3885066959965
"1178",0.211,0.782,0.742,8,-2.25,1,"Aanysa",0.107,0.0691,1.82e-06,0.405,122.031,225353,546,4,197,"Burn Break Crash",153,1.6094379124341,78,5,14.3183467510551,12.325423340655
"1179",0.469,0.728,0.892,4,-5.172,1,"Fleur East",0.126,0.0144,0,0.829,117.976,236440,231,4,200,"Sax",128,4.17438726989564,70,65,16.6710614912081,12.3734497549383
"1181",0.111,0.775,0.825,7,-5.402,1,"Meghan Trainor",0.0464,0.0506,1.03e-06,0.945,139.091,182667,1,4,197,"Lips Are Movin",74,4.17438726989564,68,65,16.6112097271961,12.1154201020779
"1183",0.156,0.573,0.913,6,-4.793,0,"AC/DC",0.132,0.0591,0.00173,0.456,115.715,208400,536,4,183,"Highway to Hell",144,1.09861228866811,78,3,13.7185887802334,12.2472145888613
"1185",0.113,0.209,0.418,3,-8.74,1,"Coldplay",0.0338,0.163,0.00195,0.122,138.265,295533,270,4,195,"Fix You",105,2.07944154167984,79,8,14.6179533017171,12.59653578472
"1189",0.0973,0.739,0.78,10,-3.942,1,"Lunchmoney Lewis",0.143,0.345,0,0.778,131.04,242973,128,4,199,"Whip It!",89,4.45434729625351,65,86,16.9176946215196,12.4007056050383
"1193",0.125,0.61,0.683,2,-3.879,0,"Adele",0.0253,0.00382,1.79e-06,0.466,108.003,241693,167,4,198,"Set Fire to the Rain",89,4.00733318523247,72,55,16.5738522084415,12.3954236047496
"1194",0.0956,0.733,0.71,5,-5.849,0,"Foster The People",0.0292,0.145,0.115,0.963,127.975,239600,483,4,200,"Pumped Up Kicks",153,2.56494935746154,81,13,14.8012527228366,12.3867261452234
"1195",0.101,0.549,0.407,7,-8.481,1,"Lady Gaga",0.0269,0.148,0,0.39,149.753,196907,529,4,183,"Joanne",139,1.38629436111989,69,4,14.1197975032822,12.1904868150364
"1197",0.089,0.588,0.702,11,-4.271,1,"ZAYN",0.0496,0.104,0,0.41,124.909,203686,265,4,23,"PILLOWTALK",1,4.0943445622221,77,60,19.0405049326425,12.2243348713306
"1199",0.206,0.479,0.714,7,-3.776,0,"Yall",0.109,0.025,0.0153,0.489,98.23,172413,281,4,197,"Hundred Miles",115,4.62497281328427,73,102,17.2749009958171,12.0576480404013
"1201",0.273,0.702,0.789,10,-10.208,0,"David Bowie",0.0469,0.111,1.36e-05,0.84,120.781,264293,242,4,151,"Ashes To Ashes",113,0.693147180559945,57,2,13.4179764164323,12.4848136151868
"1202",0.274,0.783,0.67,7,-3.935,1,"Little Mix",0.0432,0.199,0,0.846,106.05,197800,177,4,182,"Love Me Like You",88,3.61091791264422,56,37,16.0678881878951,12.1950116981707
"1203",0.252,0.641,0.176,6,-11.692,1,"Ed Sheeran",0.0349,0.638,5.14e-06,0.307,76.031,299147,15,4,199,"I See Fire",71,5.73979291217923,78,311,18.3131514225792,12.6086903703541
"1204",0.0879,0.477,0.719,9,-8.308,1,"Mumford & Sons",0.0503,0.0174,0,0.191,74.925,267947,344,4,130,"There Will Be Time",130,0,62,1,12.847078804062,12.4985444787416
"1205",0.14,0.813,0.453,1,-6.941,1,"Future",0.338,0.0933,0,0.186,161.997,208027,132,4,200,"Where Ya At",79,5.41164605185504,76,224,17.9839705268363,12.2454231579515
"1207",0.137,0.843,0.527,11,-9.661,0,"Kendrick Lamar",0.211,0.242,1.89e-06,0.672,119.987,235507,299,4,178,"untitled 08 | 09.06.2014.",106,1.09861228866811,60,3,13.7913899817299,12.3694959159884
"1208",0.119,0.66,0.383,2,-9.377,1,"Thomas Rhett",0.0304,0.381,0,0.38,83.096,227427,174,4,199,"Die A Happy Man",86,4.0943445622221,74,60,16.6655765075376,12.3345845867595
"1210",0.171,0.64,0.428,8,-6.154,1,"PARTYNEXTDOOR",0.0749,0.0454,0.000449,0.178,110,174049,456,4,141,"Don't Know How",141,0,50,1,12.8525474178917,12.0670921477476
"1211",0.146,0.657,0.732,2,-10.007,1,"David Bowie",0.0399,0.00146,0.412,0.839,106.213,184533,242,4,145,"Sound and Vision - 1999 Remastered Version",111,0.693147180559945,53,2,13.4272918716646,12.1255835882575
"1212",0.0627,0.49,0.798,6,-3.66,1,"Kelly Clarkson",0.0489,0.0137,0,0.473,149.109,198733,1,4,200,"Heartbeat Song",76,3.78418963391826,64,44,16.2254386002953,12.1997174942671
"1213",0.843,0.712,0.835,7,-4.676,1,"Little Mix",0.0487,0.00623,1.68e-06,0.738,153.956,233827,352,4,200,"Hair",109,4.14313472639153,73,63,16.8305851568133,12.3623368046715
"1215",0.191,0.667,0.83,0,-5.715,1,"Justin Timberlake",0.0749,0.0123,0,0.716,113.03,236002,379,4,45,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",3,5.34233425196481,89,209,19.9386235961497,12.3715955585481
"1216",0.0994,0.744,0.81,9,-4.292,1,"Shawn Hook",0.0612,0.00304,0,0.406,122.016,199306,314,4,197,"Sound Of Your Heart",109,4.59511985013459,44,99,17.2751734636404,12.2025966111165
"1217",0.251,0.769,0.676,8,-6.48,0,"Drake",0.277,0.00179,0,0.311,131.938,217707,135,4,144,"Big Rings",78,1.09861228866811,62,3,13.8520006232128,12.2909054010465
"1218",0.163,0.571,0.815,6,-3.267,1,"Jess Glynne",0.0321,0.0608,0,0.679,120.008,211460,135,4,200,"Don't Be So Hard On Yourself",85,4.60517018598809,64,100,17.2354821297656,12.2617911342865
"1219",0.21,0.695,0.873,1,-4.647,1,"Samir & Viktor",0.0529,0.195,0,0.602,130.004,191047,270,4,199,"Bada nakna",103,2.94443897916644,60,19,15.5373043612657,12.1602747500561
"1221",0.668,0.545,0.763,11,-5.528,0,"Fetty Wap",0.407,0.00715,0,0.761,126.59,186987,141,5,191,"679 (feat. Monty)",96,3.98898404656427,64,54,16.4750511655334,12.1387943747036
"1222",0.126,0.661,0.648,3,-5.385,0,"Lady Gaga",0.0682,0.0696,1.09e-06,0.349,127.764,210427,529,4,196,"Diamond Heart",136,1.38629436111989,68,4,14.094391513963,12.2568940786087
"1223",0.162,0.855,0.638,9,-4.968,0,"Kanye West",0.143,0.0648,0,0.433,122.967,310907,8,4,200,"All Day",79,4.0943445622221,64,60,16.5306994181002,12.6472491110716
"1224",0.403,0.607,0.718,4,-4.095,1,"Little Mix",0.0978,0.032,0,0.521,101.821,213307,554,4,183,"Touch",183,0,61,1,12.8586009359428,12.2704877215487
"1227",0.336,0.699,0.725,2,-5.426,1,"MUNA",0.0523,0.0102,1.34e-05,0.335,113.024,228537,386,4,186,"Winterbreak - Ti√´sto's Deep House Remix",142,1.94591014905531,71,7,14.6730728441432,12.3394534018096
"1230",0.0851,0.772,0.658,2,-4.657,1,"Tayler Buono",0.0524,0.191,4.86e-06,0.237,139.908,199120,440,4,181,"Technically Single",128,3.49650756146648,61,33,16.265106560319,12.2016629370415
"1234",0.111,0.597,0.724,2,-7.764,1,"G-Eazy",0.0487,0.00268,0,0.315,110.012,199520,204,4,188,"One Of Them",100,1.6094379124341,67,5,14.1781502772083,12.2036697609139
"1238",0.0798,0.572,0.853,1,-3.203,1,"Eminem",0.217,0.0757,0,0.0995,171.297,297893,519,4,165,"'Till I Collapse",152,1.38629436111989,77,4,14.2020918165706,12.6044896406072
"1240",0.162,0.491,0.65,9,-7.151,1,"Gryffin",0.0867,0.0409,2.14e-05,0.178,163.908,225200,505,4,197,"Whole Heart",147,2.89037175789616,73,18,15.6473970602828,12.3247441752477
"1242",0.196,0.511,0.897,2,-4.492,1,"Fall Out Boy",0.07,0.048,0,0.335,164.908,205851,251,4,193,"Irresistible",96,4.23410650459726,64,69,16.8514368689147,12.2349078850925
"1243",0.223,0.647,0.673,5,-5.992,1,"Fetty Wap",0.176,0.172,0,0.521,179.971,224000,414,4,197,"Wake Up",136,3.93182563272433,71,51,16.6175625074901,12.3194013308372
"1244",0.0433,0.562,0.904,1,-4.947,1,"Panic! At The Disco",0.0807,0.00302,0,0.64,94.481,158667,251,4,197,"Emperor's New Clothes",92,2.83321334405622,74,17,15.412456367979,11.9745629453836
"1245",0.3,0.482,0.925,7,-2.351,1,"Sigala",0.0621,0.018,0.000119,0.591,173.976,202700,323,4,190,"Say You Do - Radio Edit",128,2.63905732961526,47,14,15.2745717601807,12.2194823324401
"1246",0.0888,0.677,0.396,1,-8.229,0,"ZAYN",0.0278,0.117,0,0.258,102.028,255040,316,4,186,"SHE DON'T LOVE ME",124,0.693147180559945,57,2,13.4057376847447,12.449175674584
"1250",0.109,0.485,0.619,5,-7.115,0,"Coldplay",0.0289,0.0941,3.31e-06,0.424,138.017,242373,270,4,199,"Viva La Vida",100,3.2188758248682,77,25,15.7159631335958,12.3982331408348
"1251",0.105,0.76,0.836,7,-5.922,1,"Kanye West",0.295,0.0393,0,0.397,94.811,323293,326,4,194,"30 Hours",117,1.79175946922805,3,6,14.5522094439912,12.6863143117624
"1254",0.103,0.541,0.764,9,-3.209,1,"Selena Gomez",0.08,0.182,0,0.541,92.205,194827,148,4,117,"Sober",93,1.09861228866811,0,3,13.8027869551448,12.1798672642821
"1256",0.231,0.777,0.387,9,-7.763,1,"Kanye West",0.671,0.514,0,0.962,79.377,44840,325,4,103,"I Love Kanye",103,0,0,1,12.8793945985386,10.7108558771861
"1257",0.332,0.593,0.572,10,-4.52,1,"Kanye West",0.0389,0.0408,4.32e-06,0.0523,96.066,181573,386,4,193,"Waves",131,3.25809653802148,22,26,15.9697405277352,12.1094130556815
"1258",0.282,0.722,0.778,7,-5.826,1,"Ariana Grande",0.225,0.0603,0,0.787,96.008,170933,224,4,193,"Santa Baby",144,0.693147180559945,67,2,13.5460180478127,12.0490269458406
"1259",0.112,0.489,0.417,10,-7.808,1,"Shawn Mendes",0.0822,0.836,0,0.218,74.701,186947,498,3,159,"Like This",159,0,61,1,12.8809132791075,12.1385804332051
"1261",0.273,0.354,0.33,0,-9.835,0,"The Weeknd",0.0526,0.145,0.00604,0.0521,173.664,340493,110,4,186,"As You Are",82,2.39789527279837,62,11,14.9585696236835,12.7381498463574
"1263",0.348,0.788,0.859,1,-5.542,1,"JAY Z",0.315,0.127,0,0.765,140.027,219333,491,4,200,"Ni**as In Paris",141,5.98645200528444,76,398,18.5238187516681,12.2983464018813
"1264",0.113,0.646,0.431,6,-8.517,1,"Echosmith",0.0262,0.637,6.99e-06,0.298,90.034,220627,58,4,199,"Bright",77,4.4188406077966,71,83,16.9655089046875,12.3042287717844
"1265",0.365,0.598,0.851,5,-4.245,0,"Fifth Harmony",0.12,0.0355,2.81e-05,0.599,202.046,203987,379,4,199,"That's My Girl",146,0.693147180559945,74,2,13.437717035531,12.2258115453056
"1269",0.0979,0.767,0.469,5,-7.072,0,"Britney Spears",0.152,0.0574,0,0.353,103.942,182320,456,4,134,"Clumsy",134,0,51,1,12.8890558474159,12.1135186639196
"1270",0.104,0.893,0.646,11,-5.073,0,"Fetty Wap",0.1,0.112,0,0.44,132.97,176855,316,4,196,"Jimmy Choo",109,4.12713438504509,67,62,16.8287358328964,12.0830854667813
"1271",0.0616,0.599,0.533,3,-6.828,0,"Flume",0.0311,0.0693,3.26e-06,0.262,75.373,262521,347,4,109,"Say It",103,0.693147180559945,67,2,13.531076538207,12.478086357814
"1272",0.334,0.45,0.92,11,-4.982,1,"Coldplay",0.0733,0.002,0.0201,0.0816,122.979,223773,211,4,180,"A Head Full Of Dreams",98,2.07944154167984,72,8,14.7656309589306,12.3183874241503
"1273",0.159,0.367,0.623,7,-9.436,1,"Slade",0.0499,0.0199,0.000731,0.506,128.268,205467,224,4,184,"Merry Xmas Everybody",140,0.693147180559945,56,2,13.5601678843292,12.2330407160818
"1274",0.0855,0.623,0.656,0,-5.608,0,"JP Cooper",0.0416,0.0561,0,0.371,95.878,220291,539,4,200,"September Song",137,2.77258872223978,75,16,15.520429181116,12.3027046785742
"1275",0.227,0.708,0.945,5,-3.247,0,"Galantis",0.234,0.00104,0.0803,0.553,127.96,203133,33,4,150,"Peanut Butter Jelly",78,3.63758615972639,63,38,16.1747609154423,12.221616215906
"1276",0.0682,0.32,0.933,4,-3.503,0,"Metallica",0.0508,1.5e-05,0.00354,0.232,126.357,495017,554,4,175,"Halo On Fire",175,0,64,1,12.895096336179,13.1123473843954
"1278",0.367,0.695,0.837,1,-5.617,0,"Pitbull",0.281,0.245,0,0.633,115.067,244174,435,4,141,"Greenlight",141,0,77,1,12.8965888681535,12.4056363648839
"1282",0.134,0.686,0.698,4,-5.142,1,"Michael BublÈ",0.0642,0.139,0,0.962,93.972,179640,463,4,132,"Nobody But Me",132,0,58,1,12.8981417451697,12.0987101272017
"1285",0.108,0.284,0.826,0,-6.764,1,"The Stone Roses",0.0588,0.000317,2.43e-05,0.296,143.673,216360,365,4,135,"All For One",135,0,49,1,12.9002592856648,12.2846989659854
"1286",0.126,0.723,0.816,7,-4.486,1,"DJ Snake",0.0759,0.00763,0,0.232,117.993,237973,386,4,134,"Talk",134,0,26,1,12.9013076450785,12.37991250084
"1289",0.194,0.378,0.896,2,-4.066,1,"Oasis",0.0407,0.000452,0,0.467,174.302,258773,504,4,199,"Wonderwall - Remastered",137,2.07944154167984,75,8,14.7536790175257,12.4637065085002
"1290",0.299,0.571,0.697,7,-5.467,1,"Rachel Platten",0.081,0.0523,0,0.354,175.962,202347,54,4,177,"Fight Song",77,2.56494935746154,7,13,15.0211519693908,12.2177393243972
"1291",0.141,0.71,0.805,1,-5.471,1,"A Tribe Called Quest",0.0637,0.00909,0,0.895,92.601,172013,551,4,177,"We The People....",135,1.6094379124341,75,5,14.4439309329956,12.0553253343348
"1294",0.265,0.614,0.475,7,-8.642,0,"ZAYN",0.0362,0.395,1.06e-06,0.429,99.968,212747,319,4,144,"wRoNg",104,1.38629436111989,66,4,14.196137742925,12.2678589452786
"1297",0.0763,0.495,0.965,5,-2.964,1,"blink-182",0.188,0.00267,0,0.25,100.028,115520,414,4,147,"Cynical",147,0,65,1,12.9076070547472,11.6571989541267
"1298",0.391,0.636,0.789,10,-4.905,0,"Sia",0.0892,0.0834,0.000896,0.388,128.028,217907,554,4,199,"Move Your Body - Alan Walker Remix",151,3.09104245335832,81,22,15.8595280101854,12.2918236452446
"1299",0.126,0.822,0.534,7,-8.234,1,"ZAYN",0.0487,0.0792,0,0.529,100.008,252640,316,4,182,"lUcOzAdE",117,0.693147180559945,56,2,13.43427356434,12.4397208294895
